Question ID,Question Number,Question Content,Image,User
f741,1,What topic do you think this professor is talking about? Does his hairstyle suggest what field he works in?,427169,f82
f742,2,Do you think the person in the left side of the photo's frame is actually recording the professor speak?,427169,f82
f743,1,"Is this man about to eat the banana, or is he simply smelling it in order to see if it's actually good to eat?",45097,f82
f744,2,What inspired this man's beard and moustache pattern? (I love it by the way),45097,f82
f745,1,"Is this horse automatically not a racehorse, due to its stature, or its role in transporting people in this way?",423247,f82
f746,2,"Do these people work for this particular racetrack, the meet itself, or certain horse owners?",423247,f82
f747,1,Do you think this picture was taken for fun or it has a deeper meaning to it?,325957,f78
f748,2,Do you think she experienced a lose of someone because drivers wouldn't stop?,325957,f78
f749,1,What inspired this player's bat design?,468401,f82
f750,2,Does the player's helmet suggest what position he plays for on his team?,468401,f82
f751,1,Where was this picture taken?,173870,f83
f752,2,Is this a recent picture?,173870,f83
f753,1,How old is this elephant?,365703,f83
f754,2,Is this elephant afraid?,365703,f83
f755,1,Is this giraff in the United States?,380500,f83
f756,2,"Is this giragg a friendly girafff?
",380500,f83
f757,1,Where are these people?,339670,f84
f758,2,What's inside of all these suitcases?,339670,f84
f759,1,Are these women related in any way?,130834,f84
f760,2,Are they working together?,130834,f84
f761,1,Are they celebrating a good moment?,58831,f84
f762,2,Why is he pointing at her?,58831,f84
f763,1,"What happened to this boat?
",119379,f83
f764,2,Is anyone on the boat injured?,119379,f83
f765,1,Which of these people would you invite to see an action movie with?,86560,f85
f766,2,How do you think this group feels about college education?,86560,f85
f767,1,Where did these benches come from?,512625,f83
f768,2,Who made these benches?,512625,f83
f769,1,How did this shop come to have so many glass ornaments?,468529,f85
f770,2,What would you need to be employed in a place like this?,468529,f85
f771,1,What other activities could this person be interested in?,53275,f85
f772,2,What country is the kite flier located in?,53275,f85
f773,1,Is she in love with someone?,494671,f84
f774,2,How old is she?,494671,f84
f775,1,I wonder what's the background of the person who owns this box?,426829,f85
f776,2,Does this box belong to a boy or a girl?,426829,f85
f777,1,What district is this photo taken in?,146313,f85
f778,2,How is the weather usually in this country?,146313,f85
f779,1,Why does the boy to the right look like that?,229827,f84
f780,2,Are they all siblings?,229827,f84
f781,1,Why is the boy at the location in the image?,259652,f86
f782,2,What is the purpose of the wires on the top right of the image?,259652,f86
f783,1,What team is winning this baseball game?,35552,f86
f784,2,Is the person playing in the image a new player or have they played before?,35552,f86
f785,1,Is this the first or the last serve of the tennis game?,398099,f86
f786,2,Is the woman in the picture winning the game or losing?,398099,f86
f787,1,Is the man in the image a parent?,47680,f86
f788,2,"Since there are pots and plates in the background, is the man in the image a chef?",47680,f86
f789,1,Is the team that the man in the image is in winning the baseball game?,56313,f86
f790,2,How many baseball games has the man in the image played?,56313,f86
f791,1,How old is she,506988,f87
f792,2,Who bring the baby girl to sit up there,506988,f87
f793,1,What’s inside the basket ,15897,f87
f794,2,What did she looking for ,15897,f87
f795,1,"Who are they 
",390935,f87
f796,2,What are they looking for ,390935,f87
f797,1,Are the two boys related to each other?,9895,f88
f798,2,Are the boys old enough to attend the first grade?,9895,f88
f799,1,Is he a student ,259366,f87
f800,2,Where is he going to ,259366,f87
f801,1,Who does the surf board belong to?,48229,f88
f802,2,Where is this beach located?,48229,f88
f803,1,How far away is the kite?,126681,f89
f804,2,Where is this beach?,126681,f89
f805,1,Are these two on a date or are they part of a bigger gathering?,460575,f88
f806,2,Why is the tie over the boy's shoulder?,460575,f88
f807,1,"Where is this restroom?
",454894,f89
f808,2,What type of camera is the woman holding?,454894,f89
f809,1,"What country was this image taken in?
",41745,f89
f810,2,What is going on in the image?,41745,f89
f811,1,What kind of license do you need to haul that kind of load?,270716,f88
f812,2,Are the cars stopped because of a traffic signal?,270716,f88
f813,1,What model of plane is this?,316474,f89
f814,2,How did this plane crash?,316474,f89
f815,1,Why is this woman dressed in this manner?,420397,f88
f816,2,Are the two walking together a couple?,420397,f88
f817,1,Where was this picture taken?,87096,f89
f818,2,How ripe are the majority of the bananas? ,87096,f89
f819,1,Why he is sitting there,100669,f87
f820,2,Where is he,100669,f87
f821,1,Is it fun to ski?,571078,f90
f822,2,Where in the world is it?,571078,f90
f823,1,How old is this child?,354772,f91
f824,2,What time is this event?,354772,f91
f825,1,Are the elephants endangered? ,329118,f90
f826,2,Are thet searching for food?,329118,f90
f827,1,How fast can this motorcycle go?,442321,f91
f828,2,What are the intersection names?,442321,f91
f829,1,Which country is this?,326048,f90
f830,2,Is ut bed time?,326048,f90
f831,1,Which boy will get a goal?,414314,f91
f832,2,Is this event at a school?,414314,f91
f833,1,What country is this event taking place in?,14159,f91
f834,2,Do women celebrate in these festivals?,14159,f91
f835,1,What is the event?,494208,f90
f836,2,What language does she speak?,494208,f90
f837,1,What floor of this boat are the service persons on?,446141,f91
f838,2,Which event are they celebrating?,446141,f91
f839,1,Is the motorcycle fun?,54286,f90
f840,2,What is the top speed?,54286,f90
f841,1,Are these two groups located in the same country?,6332,f93
f842,2,Who do the homes in the pictures belong to?,6332,f93
f843,1,"Which direction is the train facing, north or south?",206467,f93
f844,2,How many cars are attached to the train?,206467,f93
f845,1,How many pairs of underwear are in the suitcase?,337536,f93
f846,2,Is the person traveling domestically or internationally?,337536,f93
f847,1,What is the temperature of the food being consumed?,229233,f93
f848,2,Where were the individuals' clothes made?,229233,f93
f849,1,Where are the buttons on the machine located?,431625,f93
f850,2,What channel is the tv on?,431625,f93
f851,1,Why will there not be exit around 7am ,172151,f94
f852,2,What's the place called,172151,f94
f853,1,Why is the man face like that,550870,f94
f854,2,Isn't the pizza good,550870,f94
f855,1,Why is he smiling,204467,f94
f856,2,What's this child holding,204467,f94
f857,1,Why are they in the beach ,80426,f94
f858,2,What is the man playing with?.,80426,f94
f869,1,Where can I learn that,441633,f94
f870,2,Looks good,441633,f94
f873,1,Is this teddy bear fluffy,399825,f99
f874,2,What room is this,399825,f99
f879,1,Is the group enjoying the cake that they are currently eating?,493114,f96
f880,2,"Is the group going to move to a different and more suitable location so that they can enjoy the cake, or is the cake there for a prank?",493114,f96
f881,1,Are the two men related,327369,f99
f882,2,Is the tennis match beginning or has it ended,327369,f99
f885,1,"Where is the other person who ordered the food, and are they getting something for the woman who doesn't have anything to eat?",64492,f96
f886,2,What else does this place serve other than what is currently on the plate?,64492,f96
f889,1,What reason does the male have for being in the kitchen?,468518,f96
f890,2,What is the female going to get out of the fridge that she appears to be opening?,468518,f96
f891,1,What brand of computer is this,385401,f99
f892,2,Is that a male's or female's hand on the keyboard ,385401,f99
f893,1,What and when was this tennis game?,473616,f96
f894,2,What is the current score at the time of this tennis serve?,473616,f96
f895,1,What state was the picture taken,435011,f99
f896,2,Is the giraffe a male or a female ,435011,f99
f897,1,"What is the military procession doing in this case, and why is it specifically a cavalry unit?",567858,f96
f898,2,"What time period was this image taken, before or after World War One?",567858,f96
f899,1,How old is the dog,28878,f99
f900,2,What time of the day was this taken,28878,f99
f901,1,How do people cope when their house is stuffy? ,369777,f100
f902,2,Do you think light affects the eyes? ,369777,f100
f903,1,"Is this on a frozen lake, or open land?",534866,f101
f904,2,What is pulling the skier along at the other end of those wires?,534866,f101
f905,1,What is this kid thinking while he's looking down instead of at the baseball pitcher?,36098,f102
f906,2,Do you think that the kid that is at that is chewing tobacco or bubble gum?,36098,f102
f909,1,You get the feeling that this lady has just had sex in her partner has left?,315568,f102
f910,2,I wonder what she has planned for the rest of her day? I feel like she has the whole day ahead of her and still has yet to choose what to do. what do you think she has to do for the rest of the day?,315568,f102
f913,1,What city do you think she is in?,335027,f103
f914,2,What do you think her hobbies are?,335027,f103
f915,1,What is the girl talking on the cell phone about to the other person?,429096,f102
f916,2,Do you think she is a messenger or is she just really waiting for the bus to go somewhere and where do you think she is going?,429096,f102
f919,1,Did they finish their food?,331523,f104
f920,2,How many people were dining with them?,331523,f104
f921,1,What kind of a game is this?,443673,f101
f922,2,What are they looking at?,443673,f101
f925,1,Is the lady with the two cases homeless or is she waiting to go on a trip somewhere in the train taking her to the airport?,188693,f102
f926,2,I wonder if the woman on the right with a small bag is very lonely in her life?,188693,f102
f927,1,Was this a free ride or is it a paid service?,298008,f104
f928,2,Where is their destination?,298008,f104
f929,1,Is this house in the picture of haunted?,299836,f102
f930,2,The young man in the picture gay?,299836,f102
f931,1,Did the child get to smash the cake or was it cut?,8024,f104
f932,2,Did the red frosting taste good?,8024,f104
f935,1,How safe is surfing? ,69578,f100
f936,2,Should non professionals be allowed to surf? ,69578,f100
f937,1,Have you ever seen a motorcycle like this on the road?,23253,f101
f938,2,How fast is he going?,23253,f101
f939,1,Does the athlete seem relaxed? ,275685,f105
f940,2,Do you think he/she would make it down safely? ,275685,f105
f941,1,How many injuries do you think they have had while skiing?,20711,f103
f942,2,how long do you think they were skiing that day?,20711,f103
f943,1,Do you think skiing is safe? ,380227,f100
f944,2,What do you wear to protect yourself when skiing? ,380227,f100
f945,1,Is this their first time going skiing?,331271,f104
f946,2,Did they make any snowballs?,331271,f104
f947,1,What do you think that piece of art on the wall means? ,260134,f105
f948,2,"Is this a dinner, or a restaurant? ",260134,f105
f949,1,how much do you think he gets paid per hour?,265010,f103
f950,2,What do you think the restaurants sanitation score is?,265010,f103
f951,1,Are they sisters?,462037,f104
f952,2,How old are they?,462037,f104
f953,1,Does the athlete seem pressured? ,151927,f105
f954,2,"From her stance, do you think she'll hit the ball correctly? ",151927,f105
f955,1,What country do you think the groom is from? ,296233,f105
f956,2,What church do you think they just wedded in? ,296233,f105
f957,1,How do you think a man should dress to his wedding? ,296233,f100
f958,2,Do couples need expert advice when picking their wedding dresses? ,296233,f100
f959,1,"Is this person texting, or just surfing? ",249275,f105
f960,2,Do you think this person is happy in the picture? ,249275,f105
f961,1,How does the Aeroplane exit in space,163091,f106
f962,2,How much speed can Aeroplane goes in space,163091,f106
f963,1,"The people aren't too spaced apart, I'm guessing this is pre-COVID?",68287,f101
f964,2,Is this in the U.S.?,68287,f101
f965,1,What makes life easy for blind people? ,46592,f100
f966,2,Do you think dogs that lead blind people have enough freedom as they'd like? ,46592,f100
f967,1,What causes this reactions,208372,f106
f968,2,What will the humans do with their pigs,208372,f106
f969,1,Do these people know how to fall safely without helmets?,301207,f101
f970,2,Is this in California?,301207,f101
f971,1,What is the name of this player?,171967,f108
f972,2,Is the player happy with his life?,171967,f108
f973,1,Who's shop is that,254101,f106
f974,2,Is the shop owner there,254101,f106
f975,1,Are these 3 people true friends? ,367357,f108
f976,2,Is anyone in this pic suffering from mental health issues?,367357,f108
f977,1,Who win the game,577953,f106
f978,2,Who get the man of the match,577953,f106
f979,1,What country is this?,65195,f108
f980,2,What time is it in this pic?,65195,f108
f981,1,How old do you think he is?,128838,f103
f982,2,Do you think he knows the two people in the background?,128838,f103
f983,1,How long has this company been in business?,220615,f108
f984,2,How often does this company sweep this street?,220615,f108
f985,1,What causes this out break,520810,f106
f986,2,Does the President did anything about it,520810,f106
f987,1,Are they at school?,409681,f108
f988,2,Are they having fun?,409681,f108
f989,1,How long do you think the people in the picture have known each other?,126047,f109
f990,2,How well are the abled people accommodating the wheelchair user in the picture?,126047,f109
f993,1,Does this place look nice to visit?,29821,f109
f994,2,How safe does this area look?,29821,f109
f995,1,Do you think they are related?,365175,f103
f996,2,DO you think they are college graduates?,365175,f103
f997,1,What kind of clubs do you think the person in the picture is interested in?,508749,f109
f998,2,What sort of project do you think this person is doing?,508749,f109
f999,1,why is the lady sharing a bed with two guys,324261,f110
f1000,2,what are they eating at this time of the day,324261,f110
f1001,1,How friendly do these two men seem with each other?,579533,f109
f1002,2,What do the people behind the men shaking hands think of this interaction?,579533,f109
f1003,1,where is the mother of the child ?,418517,f110
f1004,2,where are they both going to?,418517,f110
f1005,1,Does the person in the picture seem more nervous or more confident?,553100,f109
f1006,2,How determined does the person in this picture seem?,553100,f109
f1007,1,why is this place so scanty ?,404964,f110
f1008,2,why dont they have a car ?,404964,f110
f1009,1,where are they going to ?,286149,f110
f1010,2,why is the girl not smiling ?,286149,f110
f1011,1,Where is this tennis match located?,247545,f111
f1012,2,Whose is this tennis player competing against?,247545,f111
f1013,1,What is the name of this animal,149842,f112
f1014,2,Is the animal dangerous,149842,f112
f1015,1,Is he going to win ?,247545,f110
f1016,2,what round is he playing?,247545,f110
f1017,1,Which stadium are they in?,329563,f111
f1018,2,Which inning are they in?,329563,f111
f1019,1,"What is the camera man doing, is he on skis too?",132710,f113
f1020,2,"Do you think this man had enough sleep, he seems to be a pro at sleep snow skiing. ",132710,f113
f1021,1,What is he doing,54678,f112
f1022,2,How fast can he go,54678,f112
f1023,1,What are they doing?,544294,f112
f1024,2,Is this a family reunion?,544294,f112
f1025,1,Where are they at?,26504,f112
f1026,2,Who are they?,26504,f112
f1027,1,What are the group of people looking at?,10890,f116
f1028,2,What is being served by the people in the truck?,10890,f116
f1029,1,What mood are they in?,518472,f112
f1030,2,Are they celebrating?,518472,f112
f1031,1,Is this game being played during the pandemic?,424124,f111
f1032,2,Does the field consist of real grass?,424124,f111
f1033,1,"These guys don't look too comfortable being on camera, how would you act in the same situation?",366925,f113
f1034,2,What kind of apple laptop is he using?,366925,f113
f1035,1,Where are they?,155198,f116
f1036,2,What is the woman smiling at?,155198,f116
f1037,1,Do you think they are brothers or very good friends? ,366925,f114
f1038,2,Are these men computer programmers? ,366925,f114
f1039,1,Is this a parade?,155198,f111
f1040,2,Is this a carnival?,155198,f111
f1041,1,In what location is the person in?,513810,f116
f1042,2,Can the kite fly?,513810,f116
f1043,1,Where do you think the stereo is located?,343908,f113
f1044,2,How long do you think this person is usually in front of their mirror?,343908,f113
f1045,1,What is being cooked in the pan?,257773,f116
f1046,2,Who is the person cooking at the stove?,257773,f116
f1047,1,Is this mirror actually a television?,343908,f111
f1048,2,Why is this image in a mirror?,343908,f111
f1049,1,Is this lady married?,257773,f115
f1050,2,What could her favorite breakfast be?,257773,f115
f1051,1,What meal of the day do you think she's preparing? ,257773,f114
f1052,2,How much effort do you think the photographer put into snapping a good quality photo?,257773,f114
f1053,1,Who are the group of people in the water?,556512,f116
f1054,2,What are the people looking at?,556512,f116
f1055,1,Bad camera or ultra speed?,257773,f113
f1056,2,Do you think thats a ramen bun?,257773,f113
f1057,1,Do you think the person is flying the kite or taking a picture?,499120,f113
f1058,2,How hard would it be to get the kite out of one of those trees?,499120,f113
f1059,1,Is this a zoo or a reserve?,329118,f115
f1060,2,Why are elephants herds structured by matriarchy ?,329118,f115
f1061,1,How well do you follow the Wimbledon tournament? ,542090,f114
f1062,2,Do you enjoy playing tennis? ,542090,f114
f1063,1,Do you think they also need sunscreen? ,185663,f114
f1064,2,Where do you think they're headed? ,185663,f114
f1065,1,How much do you think that veterans love animals?,458864,f114
f1066,2,So you think the community is easily accessible? ,458864,f114
f1067,1,How many ladies are seen in the picture?,209200,f117
f1068,2,Where is the girl handing too?,209200,f117
f1069,1,How many kids are in the picture?,151729,f117
f1070,2,What are they doing?,151729,f117
f1071,1,How are they looking in the picture?,354772,f117
f1072,2,Where is the place?,354772,f117
f1073,1,Are the servers at this event overworked?,141785,f118
f1074,2,Is this a mostly Navy or civilian event?,141785,f118
f1075,1,Do athletes go on diets?,509255,f115
f1076,2,Do athletes have the time to focus on their career and academics at same time?,509255,f115
f1077,1,Is this a man or a woman?,8314,f120
f1078,2,What time of day is it- morning or afternoon?,8314,f120
f1079,1,Did this young man design this type of skateboard?,441633,f118
f1080,2,Where can I buy a skateboard like that?,441633,f118
f1081,1,What time period is this image e.g. early noughties?,192524,f120
f1082,2,Are they going to or from their destination?,192524,f120
f1083,1,Do you think they're arguing?,433296,f115
f1084,2,Why do you think the photographer decided to capture this moment?,433296,f115
f1085,1,Are they roommates?,86075,f118
f1086,2,Are they in competition in this game or just exercising?,86075,f118
f1087,1,Is he an experienced surfer or a beginner?,307817,f120
f1088,2,"Is he at the beach alone, or did he come with friends or family?",307817,f120
f1089,1,How tardy and unkempt do you think thebowner of these stuffjis generally?,426829,f115
f1090,2,Do you think this is memorabilia for keepsake or just junk stuff?,426829,f115
f1091,1,What kind of event are they attending?,364455,f120
f1092,2,Does the man know these people or has he just been introduced?,364455,f120
f1093,1,Was this the first time flying a kite for this young girl?,517362,f118
f1094,2,Did this young man have a tough day at school?,517362,f118
f1095,1,Is this a public or private pool?,493983,f120
f1096,2,Is it olympic sized?,493983,f120
f1097,1,Is the horse hungry?,222361,f119
f1098,2,Why is the old man looking like that?,222361,f119
f1099,1,Is the driver having a good day?,447795,f118
f1100,2,Why doesn't America have more roundabouts?,447795,f118
f1101,1,Is the horse hungry?is this a racing game?,251210,f119
f1102,2,Why is the old man looking like that?is this a forest?,251210,f119
f1103,1,What is the depth of the sea?,338544,f117
f1104,2,Where is this place?,338544,f117
f1105,1,Who is leading the game?,414314,f119
f1106,2,Why is he on the floor?,414314,f119
f1107,1,What is the lady trying to do?,168083,f119
f1108,2,What is the guy trying to do?,168083,f119
f1109,1,Is this a mini market?,539449,f119
f1110,2,Are those banana rape?,539449,f119
f1111,1,who passed the frizbe?,80426,f122
f1112,2,What beach are they on>,80426,f122
f1113,1,where is this located?,356938,f122
f1114,2,where is keeneland>,356938,f122
f1115,1,what time was this?,114978,f122
f1116,2,what is the temperature?,114978,f122
f1117,1,what lake is this?,489263,f122
f1118,2,What time is it?,489263,f122
f1119,1,what water is this boat on?,103581,f122
f1120,2,what hour is this?,103581,f122
f1121,1,why use touch when there is light?,555101,f124
f1122,2,what is he doing in the bathroom?,555101,f124
f1123,1,Environment?,529179,f117
f1124,2,How many people are in the picture?,529179,f117
f1125,1,is this a man or a woman?,43829,f124
f1126,2,is he happy?,43829,f124
f1127,1,what does she feel?,478052,f124
f1128,2,do you think she is winning?,478052,f124
f1129,1,where are there?,68287,f125
f1130,2,what are there doing?,68287,f125
f1133,1,who is in the image?,431043,f124
f1134,2,what are there doing?,431043,f124
f1135,1,How many people are in the picture?,256385,f126
f1136,2,Where is the place?,256385,f126
f1137,1,what does the child feel?,53897,f125
f1138,2,how old is the child?,53897,f125
f1139,1,Depth of the sea?,41658,f126
f1140,2,How long?,41658,f126
f1141,1,what part of the room is this?,521867,f124
f1142,2,what gender owns this room?,521867,f124
f1143,1,Could this be a zoo or reserve?,251502,f127
f1144,2,How closely related to horses are zebras?,251502,f127
f1147,1,Do you think these gentlemen are close friends?,363957,f127
f1148,2,Do you think they are senators?,363957,f127
f1149,1,Number of birds?,381547,f126
f1150,2,Size of the birds?,381547,f126
f1151,1,what day is it?,123214,f125
f1152,2,how many people can you see?,123214,f125
f1155,1,Lovers?,334616,f126
f1156,2,How old is the dog?,334616,f126
f1157,1,How severe do you think the rain is?,146313,f127
f1158,2,Are her socks/hose more a fashion statement or protective gear from the weather?,146313,f127
f1159,1,Do these planes belong to one owner?,514299,f128
f1160,2,"Do all of these planes operate, or are they for display?",514299,f128
f1161,1,is this a boy or a girl?,461815,f125
f1162,2,can you see any other person in the background,461815,f125
f1163,1,Colors of car?,190718,f126
f1164,2,Place?,190718,f126
f1167,1,Whose birthday do you think it is in the picture?,362683,f127
f1168,2,How would you judge the ambience in the room?,362683,f127
f1169,1,where is this?,149842,f125
f1170,2,how many faces are smiling?,149842,f125
f1171,1,What is the reason for the photo being taken? ,369777,f128
f1172,2,Where exactly was the location of this photo taken at?,369777,f128
f1173,1,Do you think they're at a park or a game?,375809,f127
f1174,2,What game do you think the lady is playing with the toddler?,375809,f127
f1175,1,Who is this tennis player?,473616,f129
f1176,2,Is this an important game like Wimbledon?,473616,f129
f1179,1,Why does this man love pizza so much that he poses in a picture with it?,135369,f129
f1180,2,Is this supposed to be a posed or candid picture with the pizza?,135369,f129
f1181,1,Why was this specific group of elephants being photographed? ,136078,f128
f1182,2,Where exactly was the photo of this group of elephants taken at?,136078,f128
f1183,1,Why is there so much red in the picture?,54286,f129
f1184,2,Does the man on the motorcycle know the person with the red car or is it his red car?,54286,f129
f1185,1,Is this a dating app picture?,466445,f129
f1186,2,Why didn't he make his bed before having this picture taken?,466445,f129
f1187,1,What is the origin of this photo taken at this very moment?,480026,f128
f1188,2,Why was this photo taken at this specific angle?,480026,f128
f1189,1,Are the same boys in both pictures?,6332,f129
f1190,2,Are these boys on some sort of team?,6332,f129
f1191,1,What was the back story behind this photo?,294325,f128
f1192,2,In what part of the world was this photo taken?,294325,f128
f1193,1,What do you usually do on a train?,206467,f130
f1194,2,Do you like long-distance train journeys,206467,f130
f1203,1,How much ist,15906,f130
f1204,2,Is the aesthetic aspect okay,15906,f130
f1207,1,Where do they work,130834,f130
f1208,2,What exactly are this two ladies doing,130834,f130
f1209,1,At what point is the lady standing,172501,f130
f1210,2,What is the exact time ,172501,f130
f1211,1,What exactly is the on the motorcycle carying,413923,f130
f1212,2,Is the lady having challenge with her leg,413923,f130
f1213,1,How many Jets are in the picture,338383,f132
f1214,2,What colour is the last Jet,338383,f132
f1215,1,how many people are in the picture,188693,f132
f1216,2,where was the picture taken,188693,f132
f1217,1,how many girls are in the picture,53712,f132
f1218,2,what colour is the shirt of the boy with glasses,53712,f132
f1219,1,Why does he play baseball,56313,f133
f1220,2,What’s his best hit ever played,56313,f133
f1221,1,what can you see behind the lady,189280,f132
f1222,2,what colour is the trouser of the lady in the picture,189280,f132
f1223,1,How did they learn how to ride a motorcycle ,275544,f133
f1224,2,Is these motorcycle expensive ,275544,f133
f1225,1,How did he keep the board sturdy,79151,f133
f1226,2,Why did you become a surfer ,79151,f133
f1227,1,Is trains a faster way to travel,24980,f133
f1228,2,How long does it take for a train to stop ,24980,f133
f1229,1,what sport are these kids favorite ,362591,f132
f1230,2,what is after the river,362591,f132
f1231,1,"Who is which character, and the better driver/winner",462037,f133
f1232,2,Is the wheel better than the regular console controllers ,462037,f133
f1233,1,Why is she looking at pictures of a university Tennis club?,508749,f134
f1234,2,Is the guy in the blue shirt really good at Tennis?,508749,f134
f1235,1,Is he going to use that beer to cook with anything?,141386,f134
f1236,2,Does he always drink beer when he comes home from work?,141386,f134
f1237,1,What type of event is this here they're selling things?,260134,f134
f1238,2,What is that beautiful piece of art behind the brown-haired lady?,260134,f134
f1239,1,What is that woman doing with her phone?,261673,f134
f1240,2,"Given the type of cellphone being used, how old is this photo?",261673,f134
f1241,1,Why are there so many tents on the beach?,12386,f134
f1242,2,Where are the people at the beach?,12386,f134
f1243,1,What is the relationship between the people on the boat?,173870,f137
f1244,2,How fast is the boat travelling?,173870,f137
f1245,1,When the tongue hand from the giraffe  is that  a sign of dehydration?,380500,f136
f1246,2,Is a giraffe neck long due to eating fruits or nuts from very tall  trees?,380500,f136
f1247,1,How would this  man fare as the President of a country? ,100300,f135
f1248,2,What are the likes and dislikes of the man in the image? ,100300,f135
f1249,1,Does an elephant ever feel dry and itchy?,294138,f136
f1250,2,Does an elephant snot ever sniff irritating substances from the earth's ground?,294138,f136
f1251,1,When was the last time the teddy bear was picked up?,326048,f137
f1252,2,"Is the older woman the child's mother, aunt, or some other relation?",326048,f137
f1253,1,What grade are these children in school? ,9895,f135
f1254,2,Are these  children of the same parents? ,9895,f135
f1255,1,Where did the plane in the front last depart to?,381107,f137
f1256,2,Where is the blue and red plane in the back heading to?,381107,f137
f1257,1,Are water waves dangerous to birds?,338597,f136
f1258,2,what signs do birds to look for to find there prey in the water?,338597,f136
f1259,1,How far has the person biked at this point?,459524,f137
f1260,2,What is the person on the far right taking a picture of?,459524,f137
f1261,1,What is this person controlling with their remote?,521416,f137
f1262,2,How old is the couch the person is sitting on?,521416,f137
f1263,1,Is it easy to sprain your ankle in tennis?,262529,f136
f1264,2,How much damage can a racket cause a tennis ball?,262529,f136
f1267,1,What is the age difference  between the man and the woman in this image? ,469293,f135
f1268,2,What is the profession of the woman in the image? ,469293,f135
f1269,1,Is  is  cheaper to operate a food truck vs a actual restaurant?,10890,f136
f1270,2,Is food prepared quicker in a food  truck than an actual resturant?,10890,f136
f1271,1,Are these ladies in this image married? ,44724,f135
f1272,2,What is the favorite food of the lady in white Jersey? ,44724,f135
f1275,1,What is the favorite story of the child in the image? ,435011,f135
f1276,2,Who owns the animals in the image? ,435011,f135
f1283,1,Does this people think before acting ,386419,f139
f1284,2,what could be the reason behind this occasion ,386419,f139
f1285,1,Can this actually work out ,233902,f139
f1286,2,what are these people up to,233902,f139
f1287,1,What is the lady on jean jacket scared of?,13182,f140
f1288,2,What year was this picture taken and the location?,13182,f140
f1289,1,Is the lady in glasses blind?,577448,f140
f1290,2,Is this a train?,577448,f140
f1291,1,What's the emergency?,390935,f140
f1292,2,Where is the location of this picture?,390935,f140
f1293,1,What is the relationship between the persons in the picture?,46942,f140
f1294,2,Where is the lady treavelling to?,46942,f140
f1295,1,this seems awful like is he really doing this ,577953,f139
f1296,2,what could made one put up such strength he did,577953,f139
f1297,1,Why is no exit permitted between midnight and 7 a.m.?,172151,f140
f1298,2,What setting is this?,172151,f140
f1299,1,why is he going? ,571078,f141
f1300,2,is he hurt?,571078,f141
f1301,1,who throw the ball?,203847,f141
f1302,2,did he catch the ball?,203847,f141
f1303,1,what could make them feel this cool and blushing ,446141,f139
f1304,2,this look strange what could be responsible for this ,446141,f139
f1305,1,where is the train coming from?,158099,f141
f1306,2,how many passengers are in the train ?,158099,f141
f1307,1,something is not right here can the really fly ,316474,f139
f1308,2,this is strange could this still fly for a long time,316474,f139
f1309,1,will he hit the ball ?,468401,f141
f1310,2,who is his opponet ?,468401,f141
f1311,1,is there an accident?,331271,f141
f1312,2,how did they manage it ?,331271,f141
f1313,1,Is the elephant being treated humanely ?,125626,f142
f1314,2,Are these men motivated by profit or love of the animal?,125626,f142
f1315,1,Are they waiting for a third person to join them?,534633,f142
f1316,2,Do they play to race down the slope?,534633,f142
f1317,1,Is this their first time flying kites?,423107,f142
f1318,2,Whose idea was it to do this activity?,423107,f142
f1319,1,What were this person's thoughts when this picture was taken?,494208,f143
f1320,2,What is this person holding in their hand?,494208,f143
f1321,1,Did they both ride up on the same horse?,195472,f142
f1322,2,Which country was this photo taken?,195472,f142
f1323,1,Was this picture taken in the past like on a black and white camera?,563617,f143
f1324,2,How hot is it there today?,563617,f143
f1325,1,Will this person strike out?,171967,f143
f1326,2,What is the score of the game now?,171967,f143
f1327,1,Are these kids' parents in the stadium?,357799,f143
f1328,2,Are these two girls related in any way?,357799,f143
f1329,1,How much did phones cost back when this picture was taken?,379261,f142
f1330,2,Did 16gb seem like an incredible amount of storage back then?,379261,f142
f1331,1,How many people are at this birthday party?,8024,f143
f1332,2,Who is taking this picture?,8024,f143
f1333,1,Is she performing some magic?,145679,f144
f1334,2,Is this even real?,145679,f144
f1335,1,he seems lost in his own thought. Don't you think?,39643,f144
f1336,2,"Do you think the man is well, because he looked really tired",39643,f144
f1337,1,What are they about to do?,86560,f144
f1338,2,Do you think they are about to hit the pool?,86560,f144
f1339,1,What do you could be making her smile like that while on call?,123949,f144
f1340,2,Is that a ghost in the back?,123949,f144
f1341,1,What type of weather was this?,200796,f147
f1342,2,Which event was taking place?,200796,f147
f1343,1,what kind of light reflection is that on the TV?,11091,f144
f1344,2,What do you think about the cat? I almost didn't notice it.,11091,f144
f1345,1,Are they college students?,39708,f147
f1346,2,What is their age range?,39708,f147
f1347,1,Does she need a maid to come clean her kitchen?,2083,f148
f1348,2,Do women wash more dishes than men?,2083,f148
f1349,1,Which city is this?,164680,f147
f1350,2,Are they siblings?,164680,f147
f1351,1,Does banana get caught in his beard while eating?,45097,f150
f1352,2,Is that banana organically grown and locally produced?,45097,f150
f1353,1,Can you get drunk off of one glass of wine?,204489,f148
f1354,2,Do different wines really taste that noticeably different?,204489,f148
f1355,1,Are these race horses?,187401,f147
f1356,2,Are they wild horses?,187401,f147
f1357,1,Why is the yellow mixed with black and white coloured object shown on middle of the river.,248797,f145
f1358,2,What is the basic thing the people came to do at the river side,248797,f145
